token_0,BIO_tag_0
jumlah,O
 ,O
pasien,O
 ,O
tersebut,O
 ,O
juga,O
 ,O
masih,O
 ,O
didominasi,O
 ,O
warga,O
 ,O
Tangerang,b-lokasi
 ,O
Selatan,e-lokasi
.,O
 ,O
``,O
Untuk,O
 ,O
41,b-korban
 ,O
pasien,e-korban
 ,O
yang,O
 ,O
di,O
 ,O
bulan,O
 ,O
Februari,b-waktu
 ,O
2020,e-waktu
 ,O
juga,O
 ,O
baru,O
",",O
 ,O
karena,O
 ,O
yang,O
 ,O
bulan,O
 ,O
Januari,O
 ,O
itu,O
 ,O
sudah,O
 ,O
sembuh,O
.,O
 ,O
Dan,O
 ,O
itu,O
 ,O
juga,O
 ,O
masih,O
 ,O
ada,O
 ,O
orang,O
 ,O
di,O
 ,O
luar,O
 ,O
Tangsel,O
 ,O
tapi,O
 ,O
tingal,O
 ,O
di,O
 ,O
dekat,O
 ,O
sini,O
",",O
',O
 ,O
katanya,O
.,O
 ,O
Sementara,O
 ,O
untuk,O
 ,O
Maret,b-waktu
 ,O
2020,e-waktu
",",O
 ,O
Benyamin,O
 ,O
menyebut,O
 ,O
pasien,O
 ,O
penderita,O
 ,O
DBD,b-penyakit
 ,O
juga,O
 ,O
masih,O
 ,O
ada,O
 ,O
dan,O
 ,O
menjalani,O
 ,O
perawatan,O
 ,O
di,O
 ,O
RSU,O
 ,O
Tangsel,O
.,O
 ,O
Total,O
 ,O
ada,O
 ,O
13,O
 ,O
dari,O
 ,O
17,b-korban
 ,O
pasien,e-korban
 ,O
yang,O
 ,O
masuk,O
 ,O
di,O
 ,O
RSU,O
 ,O
Tangsel,O
 ,O
sejak,O
 ,O
bulan,O
 ,O
Maret,b-waktu
 ,O
2020,e-waktu
 ,O
yang,O
 ,O
baru,O
 ,O
berjalan,O
 ,O
10,O
 ,O
hari,O
 ,O
lalu,O
.,O
 ,O
``,O
Ada,O
 ,O
yang,O
 ,O
meninggal,O
 ,O
dua,O
 ,O
orang,O
",",O
 ,O
tapi,O
 ,O
itu,O
 ,O
bukan,O
 ,O
karena,O
 ,O
penyakit,O
 ,O
DBD,b-penyakit
 ,O
saja,O
 ,O
tapi,O
 ,O
ada,O
 ,O
penyakit,O
 ,O
penyerta,O
 ,O
lainnya,O
",",O
',O
 ,O
paparnya,O
.,O
 ,O
Dua,O
 ,O
orang,O
 ,O
pasien,O
 ,O
yang,O
 ,O
meninggal,O
 ,O
dunia,O
 ,O
terjangkit,O
 ,O
DBD,b-penyakit
 ,O
pada,O
 ,O
bulan,O
 ,O
Februari,b-waktu
 ,O
2020,e-waktu
 ,O
tersebut,O
 ,O
merupakan,O
 ,O
anak,O
-,O
anak,O
 ,O
dan,O
 ,O
dewasa,O
.,O
 ,O
``,O
Untuk,O
 ,O
yang,O
 ,O
meninggal,O
 ,O
itu,O
 ,O
satu,O
 ,O
anak,O
 ,O
dan,O
 ,O
satu,O
 ,O
dewasa,O
.,O
 ,O
Benar,O
 ,O
DBD,b-penyakit
 ,O
tapi,O
 ,O
ada,O
 ,O
 ,O
 ,O
penyertanya,O
 ,O
itu,O
",",O
',O
 ,O
tutupnya,O
.,O
TASIKMALAYA,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Pemerintah,O
 ,O
Kota,O
 ,O
Tasikmalaya,b-lokasi
",",O
 ,O
Jawa,b-lokasi
 ,O
Barat,e-lokasi
",",O
 ,O
terus,O
 ,O
berupaya,O
 ,O
mencegah,O
 ,O
bertambahnya,O
 ,O
penderita,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
dengue,e-penyakit
 ,O
(,O
DBD,b-penyakit
),O
.,O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
Tasikmalaya,b-lokasi
 ,O
mencatat,O
",",O
 ,O
jumlah,O
 ,O
pasien,O
 ,O
yang,O
 ,O
positif,O
 ,O
DBD,b-penyakit
 ,O
terus,O
 ,O
bertambah,O
 ,O
mencapai,O
 ,O
142,b-korban
 ,O
orang,e-korban
",",O
 ,O
Jumlah,O
 ,O
tersebut,O
 ,O
dihitung,O
 ,O
mulai,O
 ,O
Januari,b-waktu
 ,O
2020,e-waktu
 ,O
hingga,O
 ,O
hari,O
 ,O
ini,O
",",O
 ,O
Selasa,b-waktu
 ,O
(,O
10/3/2020,b-waktu
),O
.,O
 ,O
Berdasarkan,O
 ,O
catatan,O
 ,O
Dinkes,O
",",O
 ,O
3,O
 ,O
orang,O
 ,O
di,O
 ,O
antara,O
 ,O
142,b-korban
 ,O
pasien,e-korban
 ,O
tersebut,O
 ,O
meninggal,O
 ,O
dunia,O
.,O
 ,O
Pertambahan,O
 ,O
jumlah,O
 ,O
pasien,O
 ,O
tergolong,O
 ,O
cepat,O
.,O
 ,O
Kepala,O
 ,O
Bidang,O
 ,O
Pencegahan,O
 ,O
dan,O
 ,O
Penanggulangan,O
 ,O
Penyakit,O
 ,O
(,O
P2P,O
),O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
Kota,O
 ,O
Tasikmalaya,b-lokasi
 ,O
Suryaningsih,O
 ,O
mengatakan,O
",",O
 ,O
selama,O
 ,O
dua,O
 ,O
pekan,O
 ,O
terakhir,O
",",O
 ,O
korban,O
 ,O
DBD,b-penyakit
 ,O
bertambah,O
 ,O
mencapai,O
 ,O
36,b-korban
 ,O
orang,e-korban
.,O
 ,O
Pihaknya,O
 ,O
pun,O
 ,O
memprediksi,O
 ,O
jumlah,O
 ,O
kasus,O
 ,O
DBD,b-penyakit
 ,O
akan,O
 ,O
semakin,O
 ,O
bertambah,O
",",O
 ,O
terutama,O
 ,O
jika,O
 ,O
melihat,O
 ,O
kondisi,O
 ,O
cuaca,O
 ,O
buruk,O
 ,O
yang,O
 ,O
masih,O
 ,O
terjadi,O
 ,O
di,O
 ,O
Tasikmalaya,b-lokasi
.,O
 ,O
Terlebih,O
 ,O
lagi,O
",",O
 ,O
sebagian,O
 ,O
besar,O
 ,O
penambahan,O
 ,O
korban,O
 ,O
terjadi,O
 ,O
di,O
 ,O
wilayah,O
 ,O
endemik,O
 ,O
yang,O
 ,O
selama,O
 ,O
ini,O
 ,O
paling,O
 ,O
banyak,O
 ,O
penderita,O
 ,O
DBD,b-penyakit
.,O
 ,O
``,O
Paling,O
 ,O
banyak,O
 ,O
korban,O
 ,O
berada,O
 ,O
di,O
 ,O
dua,O
 ,O
kecamatan,O
",",O
 ,O
yaitu,O
 ,O
Tawang,b-lokasi
 ,O
dan,O
 ,O
Tamansari,b-lokasi
.,O
 ,O
Tapi,O
 ,O
dari,O
 ,O
jumlah,O
 ,O
korban,O
 ,O
itu,O
 ,O
berasal,O
 ,O
dari,O
 ,O
seluruh,O
 ,O
wilayah,O
 ,O
Kota,b-lokasi
 ,O
Tasikmalaya,e-lokasi
 ,O
yang,O
 ,O
berjumlah,O
 ,O
10,O
 ,O
kecamatan,O
",",O
',O
 ,O
kata,O
 ,O
Suryaningsih,O
 ,O
kepada,O
 ,O
wartawan,O
 ,O
di,O
 ,O
kantornya,O
",",O
 ,O
Selasa,b-waktu
 ,O
siang,O
.,O
MAUMERE,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Jumlah,O
 ,O
penderita,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
dengue,e-penyakit
 ,O
(,O
DBD,b-penyakit
),O
 ,O
di,O
 ,O
Kabupaten,b-lokasi
 ,O
Sikka,e-lokasi
",",O
 ,O
Nusa,b-lokasi
 ,O
Tenggara,i-lokasi
 ,O
Timur,e-lokasi
 ,O
(,O
NTT,b-lokasi
),O
 ,O
bertambah,O
 ,O
menjadi,O
 ,O
981,b-korban
 ,O
jiwa,e-korban
.,O
 ,O
Sebanyak,O
 ,O
9,b-korban
 ,O
warga,e-korban
 ,O
meninggal,O
.,O
 ,O
Plt,O
 ,O
Kadis,O
 ,O
Kesehatan,O
 ,O
Kabupaten,b-lokasi
 ,O
Sikka,e-lokasi
 ,O
Petrus,O
 ,O
Herlemus,O
 ,O
mengatakan,O
",",O
 ,O
pihaknya,O
 ,O
terus,O
 ,O
bersiaga,O
 ,O
di,O
 ,O
puskesmas,O
 ,O
untuk,O
 ,O
menekan,O
 ,O
peningkatan,O
 ,O
kasus,O
 ,O
DBD,b-penyakit
.,O
 ,O
Setelah,O
 ,O
menjalin,O
 ,O
koordinasi,O
 ,O
lintas,O
 ,O
sektor,O
",",O
 ,O
pemerintah,O
 ,O
kabupaten,O
 ,O
membentuk,O
 ,O
tim,O
 ,O
zona,O
 ,O
dan,O
 ,O
perang,O
 ,O
melawan,O
 ,O
nyamuk,O
.,O
TANGERANG,b-lokasi
 ,O
SELATAN,e-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Awal,O
 ,O
Januari,b-waktu
 ,O
2020,e-waktu
",",O
 ,O
sebagian,O
 ,O
wilayah,O
 ,O
Jabodetabek,O
 ,O
lumpuh,O
 ,O
akibat,O
 ,O
banjir,O
 ,O
setelah,O
 ,O
diterpa,O
 ,O
hujan,O
 ,O
deras,O
 ,O
hingga,O
 ,O
Rabu,b-waktu
 ,O
(,O
1/1/2020,b-waktu
),O
.,O
 ,O
Salah,O
 ,O
satunya,O
 ,O
wilayah,O
 ,O
yang,O
 ,O
terendam,O
 ,O
adalah,O
 ,O
Tangerang,b-lokasi
 ,O
Selatan,e-lokasi
.,O
 ,O
Baru,O
 ,O
selesai,O
 ,O
masalah,O
 ,O
banjir,O
",",O
 ,O
kini,O
 ,O
warga,O
 ,O
harus,O
 ,O
dicemaskan,O
 ,O
dengaan,O
 ,O
berbagai,O
 ,O
penyakit,O
 ,O
yang,O
 ,O
ditimbulkan,O
 ,O
setelahnya,O
.,O
 ,O
Penyakit,O
 ,O
teraebut,O
 ,O
disebabkan,O
 ,O
oleh,O
 ,O
binatang,O
",",O
 ,O
baik,O
 ,O
nyamuk,O
 ,O
dan,O
 ,O
tikus,O
.,O
 ,O
Sedikitnya,O
 ,O
70,b-korban
 ,O
warga,e-korban
 ,O
RW,O
 ,O
10,O
 ,O
Kampung,O
 ,O
Rawa,O
 ,O
Lele,O
",",O
 ,O
Kelurahan,b-lokasi
 ,O
Jombang,e-lokasi
",",O
 ,O
Kecamatan,b-lokasi
 ,O
Ciputat,e-lokasi
",",O
 ,O
Tangerang,b-lokasi
 ,O
Selatan,e-lokasi
",",O
 ,O
menderita,O
 ,O
demam,O
 ,O
dan,O
 ,O
radang,O
 ,O
persendian,O
 ,O
sejak,O
 ,O
awak,O
 ,O
tahun,O
 ,O
hingga,O
 ,O
saat,O
 ,O
ini,O
.,O
 ,O
Ketua,O
 ,O
RW,O
 ,O
10,O
 ,O
Kampung,O
 ,O
Rawa,O
 ,O
Lele,O
",",O
 ,O
Sofyan,O
 ,O
mengatakan,O
",",O
 ,O
dugaan,O
 ,O
penyakit,O
 ,O
chikunguya,O
 ,O
yang,O
 ,O
dialami,O
 ,O
warganya,O
.,O
KOMPAS.com-,O
 ,O
Kasus,O
 ,O
Demam,b-penyakit
 ,O
Berdarah,i-penyakit
 ,O
Denguue,e-penyakit
 ,O
(,O
 ,O
DBD,b-penyakit
),O
 ,O
menyebar,O
 ,O
dan,O
 ,O
memakan,O
 ,O
korban,O
 ,O
di,O
 ,O
sejumlah,O
 ,O
daerah,O
 ,O
di,O
 ,O
Indonesia,O
.,O
 ,O
Pemerintah,O
 ,O
Sikka,b-lokasi
",",O
 ,O
Nusa,b-lokasi
 ,O
Tenggara,i-lokasi
 ,O
Timur,e-lokasi
 ,O
(,O
NTT,b-lokasi
),O
 ,O
hingga,O
 ,O
Tasikmalaya,b-lokasi
",",O
 ,O
Jawa,b-lokasi
 ,O
Barat,e-lokasi
 ,O
telah,O
 ,O
mengonfirmasi,O
 ,O
kasus,O
 ,O
DBD,b-penyakit
 ,O
hingga,O
 ,O
menyebabkan,O
 ,O
warganya,O
 ,O
meninggal,O
 ,O
dunia,O
.,O
 ,O
Masyarakat,O
 ,O
diminta,O
 ,O
mengenali,O
 ,O
gejala,O
 ,O
awal,O
 ,O
DBD,b-penyakit
 ,O
dan,O
 ,O
segera,O
 ,O
melakukan,O
 ,O
tindakan,O
.,O
 ,O
Gejala,O
 ,O
DBD,b-penyakit
",",O
 ,O
antara,O
 ,O
lain,O
 ,O
demam,O
 ,O
dalam,O
 ,O
rentang,O
 ,O
waktu,O
 ,O
2,O
 ,O
hingga,O
 ,O
3,O
 ,O
hari,O
.,O
 ,O
Gejala,O
 ,O
lainnya,O
 ,O
yakni,O
 ,O
mual,O
",",O
 ,O
muntah,O
",",O
 ,O
sakit,O
 ,O
kepala,O
.,O
SUKABUMI,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Sepanjang,O
 ,O
Januari,b-waktu
 ,O
2020,e-waktu
",",O
 ,O
puluhan,O
 ,O
warga,O
 ,O
terjangkit,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
dengue,e-penyakit
 ,O
(,O
DBD,b-penyakit
),O
 ,O
dan,O
 ,O
sempat,O
 ,O
dirawat,O
 ,O
di,O
 ,O
RSUD,O
 ,O
R,O
 ,O
Syamsudin,O
 ,O
Kota,b-lokasi
 ,O
Sukabumi,e-lokasi
",",O
 ,O
Jawa,b-lokasi
 ,O
Barat,e-lokasi
.,O
 ,O
Hingga,O
 ,O
Selasa,b-waktu
 ,O
(,O
4/2/2019,b-waktu
),O
",",O
 ,O
sejumlah,O
 ,O
pasien,O
 ,O
penyakit,O
 ,O
yang,O
 ,O
ditularkan,O
 ,O
melalui,O
 ,O
melalui,O
 ,O
gigitan,O
 ,O
nyamuk,O
 ,O
Aedes,O
 ,O
aegypti,O
 ,O
itu,O
 ,O
masih,O
 ,O
ada,O
 ,O
yang,O
 ,O
dirawat,O
.,O
 ,O
Mereka,O
 ,O
terdiri,O
 ,O
dari,O
 ,O
anak,O
-,O
anak,O
 ,O
dan,O
 ,O
orang,O
 ,O
dewasa,O
.,O
 ,O
Data,O
 ,O
sementara,O
 ,O
RSUD,O
 ,O
R,O
 ,O
Syamsudin,O
 ,O
Kota,b-lokasi
 ,O
Sukabumi,e-lokasi
 ,O
pada,O
 ,O
Januari,b-waktu
 ,O
2020,e-waktu
 ,O
menyebutkan,O
",",O
 ,O
jumlah,O
 ,O
pasien,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
sebanyak,e-penyakit
 ,O
43,b-korban
 ,O
pasien,e-korban
.,O
 ,O
Sebanyak,O
 ,O
14,b-korban
 ,O
pasien,e-korban
 ,O
di,O
 ,O
antaranya,O
 ,O
dari,O
 ,O
Kota,b-lokasi
 ,O
Sukabumi,e-lokasi
",",O
 ,O
28,b-korban
 ,O
pasien,e-korban
 ,O
dari,O
 ,O
Kabupaten,b-lokasi
 ,O
Sukabumi,e-lokasi
 ,O
dan,O
 ,O
1,b-korban
 ,O
pasien,e-korban
 ,O
dari,O
 ,O
Kabupaten,b-lokasi
 ,O
Cianjur,e-lokasi
.,O
TANJUNGPINANG,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
Kasus,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
dengue,e-penyakit
 ,O
(,O
 ,O
DBD,b-penyakit
),O
 ,O
di,O
 ,O
Kepulauan,b-lokasi
 ,O
Riau,e-lokasi
 ,O
(,O
Kepri,O
),O
 ,O
selama,O
 ,O
2019,b-waktu
 ,O
lalu,O
 ,O
tercatat,O
 ,O
lebih,O
 ,O
dari,O
 ,O
900,b-korban
 ,O
kasus,e-korban
.,O
 ,O
Bahkan,O
 ,O
dari,O
 ,O
angka,O
 ,O
tersebut,O
",",O
 ,O
13,O
 ,O
kasus,O
 ,O
hingga,O
 ,O
menyebabkan,O
 ,O
kematian,O
.,O
 ,O
Kadis,O
 ,O
Kesehatan,O
 ,O
Kepri,O
",",O
 ,O
Tjetjep,O
 ,O
Yudiana,O
 ,O
mengatakan,O
 ,O
kasus,O
 ,O
DBD,b-penyakit
 ,O
lebih,O
 ,O
mengkhawatirkan,O
 ,O
dari,O
 ,O
pada,O
 ,O
corona,O
 ,O
saat,O
 ,O
ini,O
.,O
 ,O
Sebab,O
 ,O
untuk,O
 ,O
demam,b-penyakit
 ,O
berdarah,e-penyakit
 ,O
sudah,O
 ,O
jelas,O
 ,O
ada,O
 ,O
pasien,O
 ,O
yang,O
 ,O
hingga,O
 ,O
meninggal,O
 ,O
dunia,O
",",O
 ,O
sementara,O
 ,O
virus,O
 ,O
corona,O
 ,O
sampai,O
 ,O
saat,O
 ,O
ini,O
 ,O
belum,O
 ,O
ada,O
 ,O
yang,O
 ,O
positif,O
.,O
DEPOK,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Pascabanjir,O
 ,O
yang,O
 ,O
melanda,O
 ,O
kota,b-lokasi
 ,O
Depok,e-lokasi
 ,O
dan,O
 ,O
pergantian,O
 ,O
musim,O
 ,O
dari,O
 ,O
penghujan,O
 ,O
ke,O
 ,O
kemarau,O
",",O
 ,O
penyakit,O
 ,O
demam,b-penyakit
 ,O
berdarah,e-penyakit
 ,O
(,O
 ,O
DBD,b-penyakit
),O
 ,O
mengalami,O
 ,O
lonjakan,O
.,O
 ,O
Humas,O
 ,O
Rumah,O
 ,O
Sakit,O
 ,O
Umum,O
 ,O
Daerah,O
 ,O
RSUD,O
 ,O
Kota,b-lokasi
 ,O
Depok,e-lokasi
",",O
 ,O
Stya,O
 ,O
Hadi,O
 ,O
Saputra,O
 ,O
mengatakan,O
",",O
 ,O
saat,O
 ,O
ini,O
 ,O
pasien,O
 ,O
DBD,b-penyakit
 ,O
yang,O
 ,O
sempat,O
 ,O
dirawat,O
 ,O
di,O
 ,O
rumah,O
 ,O
sakit,O
 ,O
tersebut,O
 ,O
sejak,O
 ,O
1,b-waktu
 ,O
Januari,i-waktu
 ,O
2020,e-waktu
 ,O
mencapai,O
 ,O
72,b-korban
 ,O
orang,e-korban
.,O
 ,O
``,O
DBD,b-penyakit
 ,O
untuk,O
 ,O
data,O
 ,O
sampai,O
 ,O
tanggal,O
 ,O
28,O
 ,O
itu,O
 ,O
yang,O
 ,O
sudah,O
 ,O
kami,O
 ,O
tangani,O
 ,O
dirawat,O
 ,O
inap,O
 ,O
berjumlah,O
 ,O
72,b-korban
 ,O
orang,e-korban
 ,O
baik,O
 ,O
dewasa,O
 ,O
maupun,O
 ,O
anak,O
-,O
anak,O
.,O
 ,O
Dan,O
 ,O
yang,O
 ,O
masih,O
 ,O
dalam,O
 ,O
perawatan,O
 ,O
itu,O
 ,O
berjumlah,O
 ,O
12,b-korban
 ,O
orang,e-korban
",",O
 ,O
7,O
 ,O
orang,O
 ,O
dewasa,O
 ,O
5,O
 ,O
orang,O
 ,O
anak,O
-,O
anak,O
",",O
',O
 ,O
ujar,O
 ,O
Hadi,O
 ,O
saat,O
 ,O
ditemui,O
 ,O
di,O
 ,O
RSUD,O
",",O
 ,O
Kamis,b-waktu
 ,O
(,O
30/1/2020,b-waktu
),O
.,O
KUPANG,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Sebanyak,O
 ,O
empat,O
 ,O
orang,O
 ,O
warga,O
 ,O
Nusa,b-lokasi
 ,O
Tenggara,i-lokasi
 ,O
Timur,e-lokasi
 ,O
(,O
NTT,b-lokasi
),O
",",O
 ,O
meninggal,O
 ,O
akibat,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
dengue,e-penyakit
 ,O
(,O
 ,O
DBD,b-penyakit
),O
.,O
 ,O
``,O
Hingga,O
 ,O
hari,O
 ,O
ini,O
 ,O
berdasarkan,O
 ,O
data,O
 ,O
yang,O
 ,O
masuk,O
",",O
 ,O
jumlah,O
 ,O
korban,O
 ,O
meninggal,O
 ,O
bertambah,O
 ,O
menjadi,O
 ,O
empat,O
 ,O
orang,O
 ,O
dari,O
 ,O
sebelumnya,O
 ,O
tiga,O
 ,O
orang,O
",",O
 ,O
akibat,O
 ,O
DBD,b-penyakit
",",O
',O
 ,O
ungkap,O
 ,O
Kepala,O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
NTT,O
 ,O
Dominikus,O
 ,O
Mere,O
",",O
 ,O
kepada,O
 ,O
sejumlah,O
 ,O
wartawan,O
 ,O
di,O
 ,O
Kupang,b-lokasi
",",O
 ,O
Kamis,b-waktu
 ,O
(,O
23/1/2020,b-waktu
),O
.,O
 ,O
Selain,O
 ,O
empat,O
 ,O
warga,O
 ,O
yang,O
 ,O
meninggal,O
",",O
 ,O
lanjut,O
 ,O
Dominikus,O
",",O
 ,O
korban,O
 ,O
DBD,b-penyakit
 ,O
yang,O
 ,O
menjalani,O
 ,O
perawatan,O
 ,O
di,O
 ,O
rumah,O
 ,O
sakit,O
 ,O
bertambah,O
 ,O
dari,O
 ,O
286,O
 ,O
orang,O
 ,O
menjadi,O
 ,O
353,O
 ,O
orang,O
.,O
 ,O
Baca,O
 ,O
juga,O
:,O
 ,O
Remaja,O
 ,O
asal,O
 ,O
Lembata,O
",",O
 ,O
NTT,O
",",O
 ,O
Selamat,O
 ,O
dari,O
 ,O
Gigitan,O
 ,O
Ular,O
 ,O
Berbisa,O
 ,O
Dominikus,O
 ,O
merinci,O
",",O
 ,O
empat,O
 ,O
orang,O
 ,O
yang,O
 ,O
meninggal,O
 ,O
itu,O
 ,O
duanya,O
 ,O
dari,O
 ,O
Kabupaten,O
 ,O
Sikka,O
 ,O
dan,O
 ,O
dua,O
 ,O
lainnya,O
 ,O
masing,O
-,O
masing,O
 ,O
dari,O
 ,O
Kabupaten,O
 ,O
Alor,O
 ,O
dan,O
 ,O
Kabupaten,O
 ,O
Lembata,O
.,O
 ,O
Menurut,O
 ,O
Dominikus,O
",",O
 ,O
tambahan,O
 ,O
satu,O
 ,O
korban,O
 ,O
meninggal,O
 ,O
berasal,O
 ,O
dari,O
 ,O
Kabupaten,O
 ,O
Sikka,O
",",O
 ,O
sehingga,O
 ,O
menambah,O
 ,O
jumlah,O
 ,O
korban,O
 ,O
meninggal,O
 ,O
di,O
 ,O
daerah,O
 ,O
itu,O
 ,O
menjadi,O
 ,O
dua,O
 ,O
orang,O
.,O
CIANJUR,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
Asep,O
 ,O
Saprudin,O
 ,O
(,O
56,O
),O
",",O
 ,O
warga,O
 ,O
Kecamatan,b-lokasi
 ,O
Bojongpicung,e-lokasi
",",O
 ,O
Kabupaten,b-lokasi
 ,O
Cianjur,e-lokasi
",",O
 ,O
Jawa,b-lokasi
 ,O
Barat,e-lokasi
",",O
 ,O
kehilangan,O
 ,O
sang,O
 ,O
istri,O
",",O
 ,O
Iis,O
 ,O
Aisah,O
 ,O
(,O
42,O
),O
",",O
 ,O
akibat,O
 ,O
wabah,O
 ,O
demam,b-penyakit
 ,O
berdarah,e-penyakit
 ,O
yang,O
 ,O
melanda,O
 ,O
kampungnya,O
.,O
 ,O
Ibu,O
 ,O
empat,O
 ,O
anak,O
 ,O
itu,O
 ,O
meninggal,O
 ,O
dunia,O
",",O
 ,O
Jumat,b-waktu
 ,O
(,O
12/20/2019,b-waktu
),O
",",O
 ,O
setelah,O
 ,O
sempat,O
 ,O
mendapatkan,O
 ,O
perawatan,O
 ,O
medis,O
 ,O
di,O
 ,O
rumah,O
 ,O
sakit,O
 ,O
selama,O
 ,O
sehari,O
.,O
 ,O
``,O
Keterangan,O
 ,O
dari,O
 ,O
dokter,O
",",O
 ,O
istri,O
 ,O
saya,O
 ,O
punya,O
 ,O
penyakit,O
 ,O
lambung,O
 ,O
dan,O
 ,O
ada,O
 ,O
gejala,O
 ,O
demam,b-penyakit
 ,O
berdarah,e-penyakit
",",O
',O
 ,O
kata,O
 ,O
Asep,O
 ,O
kepada,O
 ,O
wartawan,O
",",O
 ,O
Rabu,b-waktu
 ,O
(,O
24/10/2019,b-waktu
),O
.,O
 ,O
Selain,O
 ,O
sang,O
 ,O
istri,O
",",O
 ,O
sebut,O
 ,O
Asep,O
",",O
 ,O
ketiga,O
 ,O
anaknya,O
 ,O
juga,O
 ,O
terjangkit,O
 ,O
demam,b-penyakit
 ,O
berdarah,e-penyakit
 ,O
sehingga,O
 ,O
harus,O
 ,O
mendapatkan,O
 ,O
penanganan,O
 ,O
intensif,O
 ,O
di,O
 ,O
rumah,O
 ,O
sakit,O
.,O
 ,O
Sejauh,O
 ,O
ini,O
",",O
 ,O
data,O
 ,O
yang,O
 ,O
didapat,O
 ,O
dari,O
 ,O
pihak,O
 ,O
RSUD,O
 ,O
Sayang,O
 ,O
Cianjur,b-lokasi
 ,O
menyebutkan,O
",",O
 ,O
jumlah,O
 ,O
pasien,O
 ,O
DBD,b-penyakit
 ,O
yang,O
 ,O
masuk,O
 ,O
sebanyak,O
 ,O
22,b-korban
 ,O
orang,e-korban
 ,O
dan,O
 ,O
delapan,O
 ,O
pasien,O
 ,O
di,O
 ,O
antaranya,O
 ,O
telah,O
 ,O
diperbolehkan,O
 ,O
pulang,O
.,O
KUPANG,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Sebanyak,O
 ,O
585,b-korban
 ,O
warga,e-korban
 ,O
Sumba,b-lokasi
 ,O
Timur,e-lokasi
 ,O
terkena,O
 ,O
demam,b-penyakit
 ,O
berdarah,i-penyakit
 ,O
dengue,e-penyakit
 ,O
(,O
 ,O
DBD,b-penyakit
),O
 ,O
hingga,O
 ,O
Sabtu,b-waktu
 ,O
(,O
9/3/2019,b-waktu
),O
 ,O
sore,O
.,O
 ,O
Dari,O
 ,O
jumlah,O
 ,O
tersebut,O
",",O
 ,O
sebanyak,O
 ,O
15,b-korban
 ,O
orang,e-korban
 ,O
telah,O
 ,O
meninggal,O
 ,O
dunia,O
 ,O
akibat,O
 ,O
DBD,b-penyakit
.,O
 ,O
Hal,O
 ,O
ini,O
 ,O
disampaikan,O
 ,O
Bupati,O
 ,O
Sumba,b-lokasi
 ,O
Timur,e-lokasi
 ,O
Gideon,O
 ,O
Mbiliyora,O
 ,O
yang,O
 ,O
khawatir,O
 ,O
dengan,O
 ,O
terus,O
 ,O
bertambahnya,O
 ,O
jumlah,O
 ,O
pasien,O
 ,O
DBD,b-penyakit
 ,O
di,O
 ,O
wilayahnya,O
 ,O
pada,O
 ,O
Sabtu,O
 ,O
sore,O
.,O
 ,O
``,O
Dari,O
 ,O
585,b-korban
 ,O
orang,e-korban
 ,O
itu,O
",",O
 ,O
15,O
 ,O
diantaranya,O
 ,O
meninggal,O
 ,O
dunia,O
.,O
 ,O
Sedangkan,O
 ,O
45,b-korban
 ,O
orang,e-korban
 ,O
lainnya,O
 ,O
masih,O
 ,O
dirawat,O
 ,O
di,O
 ,O
rumah,O
 ,O
sakit,O
",",O
',O
 ,O
kata,O
 ,O
Gideon,O
 ,O
kepada,O
 ,O
Kompas.com,O
 ,O
melalui,O
 ,O
telepon,O
 ,O
selulernya,O
",",O
 ,O
Sabtu,O
.,O
 ,O
Para,O
 ,O
pasien,O
 ,O
DBD,b-penyakit
 ,O
itu,O
",",O
 ,O
dirawat,O
 ,O
di,O
 ,O
tiga,O
 ,O
rumah,O
 ,O
sakit,O
 ,O
di,O
 ,O
wilayah,O
 ,O
Sumba,b-lokasi
 ,O
Timur,e-lokasi
",",O
 ,O
yakni,O
 ,O
RSUD,O
 ,O
Umbu,O
 ,O
Rara,O
 ,O
Meha,O
",",O
 ,O
RSK,O
 ,O
Lindimara,O
",",O
 ,O
dan,O
 ,O
RSU,O
 ,O
Imanuel,O
 ,O
Waingapu,O
.,O
 ,O
Baca,O
 ,O
juga,O
:,O
