token_0,BIO_tag_0
mengalami,O
 ,O
penurunanan,O
 ,O
dibanding,O
 ,O
tahun,O
 ,O
2013,O
",",O
 ,O
yaitu,O
 ,O
1.061,b-korban
 ,O
kasus,e-korban
.,O
 ,O
Banten,b-lokasi
 ,O
pun,O
 ,O
tahun,O
 ,O
ini,O
 ,O
ditargetkan,O
 ,O
bebas,O
 ,O
kusta,b-penyakit
.,O
 ,O
``,O
Kami,O
 ,O
bertekad,O
 ,O
di,O
 ,O
tahun,O
 ,O
2015,O
 ,O
ini,O
 ,O
Banten,b-lokasi
 ,O
bisa,O
 ,O
mengeliminasi,O
 ,O
penyakit,O
 ,O
kusta,b-penyakit
",",O
?,O
 ,O
kata,O
 ,O
ujar,O
 ,O
Sigit,O
 ,O
di,O
 ,O
Rumah,O
 ,O
Sakit,O
 ,O
Kusta,O
 ,O
Sitanala,O
",",O
 ,O
Tangerang,b-lokasi
",",O
 ,O
Rabu,O
 ,O
(,O
25/2/2015,b-waktu
),O
.,O
 ,O
Menurut,O
 ,O
Sigit,O
",",O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
umumnya,O
 ,O
bersembunyi,O
 ,O
sehingga,O
 ,O
sulit,O
 ,O
ditemukan,O
 ,O
petugas,O
 ,O
kesehatan,O
.,O
 ,O
Akhirnya,O
 ,O
mereka,O
 ,O
enggan,O
 ,O
berobat,O
.,O
 ,O
Hal,O
 ,O
itu,O
 ,O
karena,O
 ,O
masih,O
 ,O
adanya,O
 ,O
stigma,O
 ,O
dan,O
 ,O
diskriminasi,O
 ,O
terhadap,O
 ,O
mereka,O
.,O
 ,O
Padahal,O
",",O
 ,O
penyakit,O
 ,O
kusta,b-penyakit
 ,O
penularannya,O
 ,O
tidak,O
 ,O
mudah,O
 ,O
dan,O
 ,O
bisa,O
 ,O
disembuhkan,O
 ,O
?,O
Penyakit,O
 ,O
ini,O
 ,O
bisa,O
 ,O
sembuh,O
 ,O
dan,O
 ,O
akhirnya,O
 ,O
tak,O
 ,O
lagi,O
 ,O
menular,O
.,O
 ,O
Ini,O
 ,O
yang,O
 ,O
perlu,O
 ,O
kita,O
 ,O
sosialisasikan,O
 ,O
lebih,O
 ,O
luas,O
 ,O
lagi,O
 ,O
ke,O
 ,O
masyarakat,O
",",O
'',O
 ,O
kata,O
 ,O
Sigit,O
.,O
 ,O
Saat,O
 ,O
ini,O
",",O
 ,O
sejumlah,O
 ,O
20,O
 ,O
dari,O
 ,O
34,O
 ,O
Provinsi,O
 ,O
di,O
 ,O
Indonesia,b-lokasi
 ,O
sudah,O
 ,O
berhasil,O
 ,O
eliminasi,O
 ,O
penyakit,O
 ,O
kusta,b-penyakit
.,O
 ,O
Setelah,O
 ,O
banten,b-lokasi
",",O
 ,O
tahun,O
 ,O
2016,O
 ,O
ditargetkan,O
 ,O
eliminasi,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Sulawesi,b-lokasi
 ,O
Tengah,e-lokasi
 ,O
dan,O
 ,O
Aceh,b-lokasi
.,O
 ,O
Kemudian,O
",",O
 ,O
tahun,O
 ,O
2017,O
 ,O
di,O
 ,O
Sulawesi,b-lokasi
 ,O
Tenggara,e-lokasi
",",O
 ,O
Jawa,b-lokasi
 ,O
Timur,e-lokasi
",",O
 ,O
dan,O
 ,O
Sulawesi,b-lokasi
 ,O
Selatan,e-lokasi
.,O
 ,O
Selanjutnya,O
 ,O
target,O
 ,O
eliminasi,O
 ,O
tahun,O
 ,O
2018,O
",",O
 ,O
yaitu,O
 ,O
di,O
 ,O
Sulawesi,b-lokasi
 ,O
Barat,e-lokasi
",",O
 ,O
Sulawesi,b-lokasi
 ,O
Utara,e-lokasi
",",O
 ,O
dan,O
 ,O
Gorontalo,b-lokasi
 ,O
serta,O
 ,O
tahun,O
 ,O
2019,O
 ,O
di,O
 ,O
Maluku,b-lokasi
",",O
 ,O
Maluku,b-lokasi
 ,O
Utara,e-lokasi
",",O
 ,O
Kalimantan,b-lokasi
 ,O
Utara,e-lokasi
",",O
 ,O
Papua,b-lokasi
",",O
 ,O
dan,O
 ,O
Papua,b-lokasi
 ,O
Barat,e-lokasi
.,O
 ,O
Di,O
 ,O
Indonesia,b-lokasi
",",O
 ,O
kasus,O
 ,O
baru,O
 ,O
penderita,O
 ,O
kusta,O
 ,O
masih,O
 ,O
cukup,O
 ,O
tinggi,O
",",O
 ,O
yaitu,O
 ,O
16.856,b-korban
 ,O
kasus,e-korban
 ,O
dan,O
 ,O
jumlah,O
 ,O
kecacatan,O
 ,O
tingkat,O
 ,O
dua,O
 ,O
di,O
 ,O
antara,O
 ,O
penderita,O
 ,O
baru,O
 ,O
sebanyak,O
 ,O
"9,86",b-korban
 ,O
persen,e-korban
.,O
 ,O
Indonesia,b-lokasi
 ,O
pun,O
 ,O
menempati,O
 ,O
di,O
 ,O
peringkat,O
 ,O
ketiga,O
 ,O
dunia,O
 ,O
dengan,O
 ,O
kasus,O
 ,O
baru,O
 ,O
kusta,b-penyakit
 ,O
terbanyak,O
 ,O
setelah,O
 ,O
India,b-lokasi
 ,O
(,O
134.752,b-korban
 ,O
kasus,e-korban
),O
 ,O
dan,O
 ,O
Brasil,b-lokasi
 ,O
(,O
33.303,b-korban
 ,O
kasus,e-korban
),O
.,O
SURABAYA,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
-,O
 ,O
Jumlah,O
 ,O
penderita,O
 ,O
kusta,O
 ,O
terbesar,O
 ,O
di,O
 ,O
Jawa,b-lokasi
 ,O
Timur,e-lokasi
 ,O
berasal,O
 ,O
dari,O
 ,O
Pulau,b-lokasi
 ,O
Madura,e-lokasi
.,O
 ,O
Sebanyak,O
 ,O
"35,2",b-korban
 ,O
persen,i-korban
 ,O
penderita,e-korban
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Jatim,b-lokasi
 ,O
berasal,O
 ,O
dari,O
 ,O
Pulau,b-lokasi
 ,O
Madura,e-lokasi
 ,O
atau,O
 ,O
"8,9",b-korban
 ,O
persen,e-korban
 ,O
dari,O
 ,O
total,O
 ,O
jumlah,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Indonesia,b-lokasi
.,O
 ,O
Mereka,O
 ,O
berasal,O
 ,O
dari,O
 ,O
Kabupaten,b-korban
 ,O
Sampang,e-korban
 ,O
dan,O
 ,O
Sumenep,b-korban
",",O
 ,O
yaitu,O
 ,O
sebesar,O
 ,O
"22,5",b-korban
 ,O
persen,e-korban
.,O
 ,O
Data,O
 ,O
terbaru,O
 ,O
tahun,O
 ,O
2014,O
",",O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Kabupaten,b-lokasi
 ,O
Sumenep,e-lokasi
 ,O
sebanyak,O
 ,O
516,b-korban
 ,O
pasien,e-korban
",",O
 ,O
Kabupaten,b-lokasi
 ,O
Sampang,e-lokasi
 ,O
365,b-korban
 ,O
pasien,e-korban
",",O
 ,O
dan,O
 ,O
Kabupaten,b-lokasi
 ,O
Bangkalan,e-lokasi
 ,O
249,b-korban
 ,O
pasien,e-korban
.,O
 ,O
Hingga,O
 ,O
September,O
 ,O
2014,O
",",O
 ,O
jumlah,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
yang,O
 ,O
bisa,O
 ,O
diobati,O
 ,O
sebanyak,O
 ,O
4.047,b-korban
 ,O
orang,e-korban
 ,O
dengan,O
 ,O
angka,O
 ,O
prevalensi,O
 ,O
"1,05",O
 ,O
per,O
 ,O
10,O
 ,O
penduduk,O
.,O
 ,O
``,O
Diharapkan,O
 ,O
pada,O
 ,O
tahun,O
 ,O
2017,O
 ,O
mendatang,O
",",O
 ,O
angka,O
 ,O
prevalensi,O
 ,O
kurang,O
 ,O
dari,O
 ,O
1/,O
 ,O
10,O
 ,O
penduduk,O
 ,O
atau,O
 ,O
jumlah,O
 ,O
pasien,O
 ,O
yang,O
 ,O
diobati,O
 ,O
kurang,O
 ,O
dari,O
 ,O
3.8,b-korban
 ,O
orang,e-korban
",",O
'',O
 ,O
kata,O
 ,O
Kepala,O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
Provinsi,O
 ,O
Jatim,b-lokasi
 ,O
Harsono,O
",",O
 ,O
Selasa,O
 ,O
(,O
27/1/2015,b-waktu
),O
.,O
 ,O
Harsono,O
 ,O
mengaku,O
 ,O
belum,O
 ,O
paham,O
 ,O
mengapa,O
 ,O
kusta,b-penyakit
 ,O
tumbuh,O
 ,O
subur,O
 ,O
di,O
 ,O
Madura,b-lokasi
.,O
 ,O
``,O
Belum,O
 ,O
ada,O
 ,O
penelitian,O
 ,O
medis,O
 ,O
yang,O
 ,O
tegas,O
 ,O
menyebutkan,O
 ,O
mengapa,O
 ,O
kusta,b-penyakit
 ,O
tumbuh,O
 ,O
subur,O
 ,O
di,O
 ,O
daerah,O
-,O
daerah,O
 ,O
itu,O
",",O
'',O
 ,O
ujar,O
 ,O
Harsono,O
.,O
 ,O
Di,O
 ,O
Jatim,b-lokasi
",",O
 ,O
kata,O
 ,O
dia,O
",",O
 ,O
ada,O
 ,O
dua,O
 ,O
rumah,O
 ,O
sakit,O
 ,O
kusta,b-penyakit
 ,O
yang,O
 ,O
dioperasikan,O
 ,O
pemerintah,O
",",O
 ,O
yakni,O
 ,O
RS,O
 ,O
Kusta,b-penyakit
 ,O
Kediri,O
 ,O
dan,O
 ,O
RS,O
 ,O
Kusta,b-penyakit
 ,O
Sumberglagah,O
 ,O
di,O
 ,O
Kecamatan,b-lokasi
 ,O
Pacet,e-lokasi
",",O
 ,O
Mojokerto,b-lokasi
.,O
 ,O
Kedua,O
 ,O
rumah,O
 ,O
sakit,O
 ,O
itu,O
 ,O
merawat,O
 ,O
ratusan,O
 ,O
pasien,O
 ,O
kusta,b-penyakit
 ,O
dari,O
 ,O
berbagai,O
 ,O
daerah,O
 ,O
secara,O
 ,O
gratis,O
.,O
 ,O
Biaya,O
 ,O
perawatan,O
 ,O
dan,O
 ,O
obat,O
 ,O
hingga,O
 ,O
sembuh,O
 ,O
total,O
 ,O
ditanggung,O
 ,O
pemerintah,O
 ,O
melalui,O
 ,O
Program,O
 ,O
Jaminan,O
 ,O
Kesehatan,O
 ,O
Daerah,O
 ,O
(,O
Jamkesda,O
),O
",",O
 ,O
karena,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
sebagian,O
 ,O
besar,O
 ,O
berasal,O
 ,O
dari,O
 ,O
kalangan,O
 ,O
menengah,O
 ,O
ke,O
 ,O
bawah,O
.,O
 ,O
Itu,O
 ,O
juga,O
 ,O
termasuk,O
 ,O
dengan,O
 ,O
biaya,O
 ,O
kaki,O
 ,O
palsu,O
 ,O
jika,O
 ,O
ada,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
yang,O
 ,O
terpaksa,O
 ,O
diamputasi,O
.,O
 ,O
Indonesia,b-lokasi
 ,O
tercatat,O
 ,O
menduduki,O
 ,O
peringkat,O
 ,O
ketiga,O
 ,O
dengan,O
 ,O
pasien,O
 ,O
kusta,b-penyakit
 ,O
terbanyak,O
 ,O
setelah,O
 ,O
Brazil,b-lokasi
 ,O
dan,O
 ,O
India,b-lokasi
.,O
 ,O
Jumlah,O
 ,O
pasien,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Indonesia,b-lokasi
 ,O
berdasarkan,O
 ,O
data,O
 ,O
terbaru,O
 ,O
tercatat,O
 ,O
sebanyak,O
 ,O
18.994,b-lokasi
 ,O
orang,e-lokasi
.,O
 ,O
Dari,O
 ,O
jumlah,O
 ,O
itu,O
",",O
 ,O
25,O
 ,O
persen,O
 ,O
penderita,O
 ,O
di,O
 ,O
antaranya,O
 ,O
berasal,O
 ,O
dari,O
 ,O
Jatim,b-lokasi
.,O
 ,O
Jatim,b-lokasi
 ,O
masih,O
 ,O
menjadi,O
 ,O
penyumbang,O
 ,O
pasien,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
terbesar,O
 ,O
di,O
 ,O
Indonesia,b-lokasi
 ,O
dengan,O
 ,O
jumlah,O
 ,O
penderita,O
 ,O
sebanyak,O
 ,O
4.807,b-korban
 ,O
orang,e-korban
.,O
Di,O
 ,O
Jawa,b-lokasi
 ,O
Timur,e-lokasi
",",O
 ,O
sampai,O
 ,O
hari,O
 ,O
ini,O
 ,O
tercatat,O
 ,O
ada,O
 ,O
4.293,b-korban
 ,O
penderita,e-korban
 ,O
kusta,b-penyakit
 ,O
dari,O
 ,O
berbagai,O
 ,O
tingkat,O
 ,O
keparahan,O
.,O
 ,O
Dari,O
 ,O
jumlah,O
 ,O
itu,O
",",O
 ,O
penderita,O
 ,O
yang,O
 ,O
sampai,O
 ,O
cacat,O
 ,O
seumur,O
 ,O
hidup,O
 ,O
tercatat,O
 ,O
sebanyak,O
 ,O
184,b-korban
 ,O
penderita,e-korban
.,O
 ,O
Sementara,O
 ,O
penderita,O
 ,O
usia,O
 ,O
anak,O
",",O
 ,O
tercatat,O
 ,O
sebanyak,O
 ,O
177,b-korban
 ,O
penderita,e-korban
.,O
 ,O
Dari,O
 ,O
4.293,b-korban
 ,O
penderita,e-korban
 ,O
Kusta,b-penyakit
 ,O
di,O
 ,O
Jatim,b-lokasi
",",O
 ,O
sebanyak,O
 ,O
3.054,b-korban
 ,O
atau,i-korban
 ,O
71,i-korban
 ,O
persen,i-korban
 ,O
penderitanya,e-korban
 ,O
berada,O
 ,O
di,O
 ,O
wilayah,O
 ,O
Madura,b-lokasi
",",O
 ,O
Tapal,b-lokasi
 ,O
Kuda,e-lokasi
",",O
 ,O
dan,O
 ,O
Pantura,b-lokasi
.,O
 ,O
``,O
Belum,O
 ,O
ada,O
 ,O
penelitian,O
 ,O
medis,O
 ,O
yang,O
 ,O
tegas,O
 ,O
menyebutkan,O
 ,O
mengapa,O
 ,O
kusta,b-penyakit
 ,O
tumbuh,O
 ,O
subur,O
 ,O
di,O
 ,O
daerah,O
 ,O
daerah,O
 ,O
itu,O
",",O
'',O
 ,O
kata,O
 ,O
Kepala,O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
Provinsi,O
 ,O
Jatim,b-lokasi
",",O
 ,O
Harsono,O
",",O
 ,O
dikonfirmasi,O
 ,O
terpisah,O
.,O
 ,O
Fokus,O
 ,O
dia,O
 ,O
terkait,O
 ,O
penanganan,O
 ,O
kusta,b-penyakit
",",O
 ,O
adalah,O
 ,O
bagaimana,O
 ,O
agar,O
 ,O
kusta,b-penyakit
 ,O
tidak,O
 ,O
menyerang,O
 ,O
usia,O
 ,O
anak,O
 ,O
dan,O
 ,O
menyebabkan,O
 ,O
cacat,O
 ,O
seumur,O
 ,O
hidup,O
.,O
 ,O
Karena,O
 ,O
itu,O
",",O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
gencar,O
 ,O
menurunkan,O
 ,O
tim,O
 ,O
juru,O
 ,O
kusta,b-penyakit
",",O
 ,O
memburu,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
usia,O
 ,O
anak,O
 ,O
di,O
 ,O
lingkungan,O
 ,O
sekolah,O
",",O
 ,O
khususnya,O
 ,O
di,O
 ,O
daerah,O
-,O
daerah,O
 ,O
miskin,O
 ,O
dan,O
 ,O
tertinggal,O
.,O
 ,O
``,O
Kalkulasi,O
 ,O
kami,O
",",O
 ,O
semua,O
 ,O
penderita,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Jatim,b-lokasi
 ,O
habis,O
 ,O
ditangani,O
 ,O
hingga,O
 ,O
2017,O
",",O
 ,O
dan,O
 ,O
tahun,O
 ,O
itu,O
",",O
 ,O
Jatim,O
 ,O
kami,O
 ,O
upayakan,O
 ,O
bebas,O
 ,O
dari,O
 ,O
kusta,b-penyakit
",",O
'',O
 ,O
tegasnya,O
.,O
MEDAN,b-lokasi
",",O
 ,O
KOMPAS.com,O
 ,O
?,O
 ,O
Diduga,O
 ,O
gara,O
-,O
gara,O
 ,O
aksi,O
 ,O
mengemis,O
 ,O
ke,O
 ,O
jalan,O
 ,O
yang,O
 ,O
dilakukan,O
 ,O
puluhan,O
 ,O
pengidap,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Kota,b-lokasi
 ,O
Medan,e-lokasi
",",O
 ,O
Dinas,O
 ,O
Kesehatan,O
 ,O
Sumatera,b-lokasi
 ,O
Utara,e-lokasi
 ,O
mengusulkan,O
 ,O
anggaran,O
 ,O
sebesar,O
 ,O
Rp,O
 ,O
4,O
 ,O
miliar,O
 ,O
untuk,O
 ,O
makanan,O
 ,O
dan,O
 ,O
minuman,O
 ,O
pengidap,O
 ,O
kusta,b-penyakit
 ,O
di,O
 ,O
Dokumen,O
 ,O
Pelaksanaan,O
 ,O
Anggaran,O
 ,O
(,O
DPA,O
),O
 ,O
2013,O
.,O
 ,O
``,O
Pasien,O
 ,O
yang,O
 ,O
sudah,O
 ,O
sehat,O
 ,O
dan,O
 ,O
berkeluarga,O
 ,O
akan,O
 ,O
dipisahkan,O
 ,O
dan,O
 ,O
ditanggung,O
 ,O
Dinas,O
 ,O
Sosial,O
.,O
 ,O
Rencana,O
 ,O
ini,O
 ,O
akan,O
 ,O
dilakukan,O
 ,O
pelan,O
-,O
pelan,O
 ,O
karena,O
 ,O
banyak,O
 ,O
mantan,O
 ,O
pengidap,O
 ,O
kusta,b-penyakit
 ,O
belum,O
 ,O
bisa,O
 ,O
diterima,O
 ,O
masyarakat,O
",",O
'',O
 ,O
kata,O
 ,O
pelaksana,O
 ,O
tugas,O
 ,O
Kepala,O
 ,O
Rumah,O
 ,O
Sakit,O
 ,O
Kusta,b-penyakit
 ,O
Sicanang,O
 ,O
Medan,O
",",O
 ,O
Jauhari,O
 ,O
Mars,O
",",O
 ,O
Selasa,O
 ,O
(,O
9/4/2013,b-waktu
),O
.,O
 ,O
Menurut,O
 ,O
dia,O
",",O
 ,O
saat,O
 ,O
ini,O
 ,O
ada,O
 ,O
empat,O
 ,O
Unit,O
 ,O
Pelaksana,O
 ,O
Teknis,O
 ,O
Rumah,O
 ,O
Sakit,O
 ,O
Kusta,b-penyakit
 ,O
(,O
UPT,O
 ,O
RSK,O
),O
 ,O
di,O
 ,O
Sumut,O
",",O
 ,O
yakni,O
 ,O
UPT,O
 ,O
RSK,O
 ,O
Sicanang,O
",",O
 ,O
Lau,O
 ,O
Simomo,O
",",O
 ,O
Hutasalem,O
 ,O
dan,O
 ,O
UPT,O
 ,O
RSK,O
 ,O
Belidan,O
.,O
 ,O
Jumlah,O
 ,O
penderita,O
 ,O
kusta,O
 ,O
sudah,O
 ,O
berkurang,O
",",O
 ,O
yang,O
 ,O
sedang,O
 ,O
diopname,O
 ,O
di,O
 ,O
UPT,O
 ,O
RSK,O
 ,O
Sicanang,b-lokasi
 ,O
sebanyak,O
 ,O
12,b-korban
 ,O
orang,e-korban
 ,O
dan,O
 ,O
696,O
 ,O
berstatus,O
 ,O
mantan,O
 ,O
pengidap,O
.,O
 ,O
Begitu,O
 ,O
juga,O
 ,O
di,O
 ,O
RSK,O
 ,O
Lau,O
 ,O
Simomo,O
 ,O
dan,O
 ,O
Hutasalem,b-lokasi
",",O
 ,O
sebanyak,O
 ,O
35,b-korban
 ,O
orang,e-korban
 ,O
sedang,O
 ,O
diopname,O
 ,O
dan,O
 ,O
344,b-korban
 ,O
orang,e-korban
 ,O
mantan,O
 ,O
pengidap,O
.,O
 ,O
``,O
Tim,O
 ,O
yang,O
 ,O
di,O
 ,O
bentuk,O
 ,O
untuk,O
 ,O
menangani,O
 ,O
masalah,O
 ,O
ini,O
 ,O
akan,O
 ,O
membahas,O
 ,O
langkah,O
 ,O
apa,O
 ,O
yang,O
 ,O
harus,O
 ,O
dilakukan,O
 ,O
kepada,O
 ,O
mantan,O
 ,O
pengidap,O
 ,O
sehingga,O
 ,O
mereka,O
 ,O
mampu,O
 ,O
membiayai,O
 ,O
diri,O
 ,O
sendiri,O
 ,O
dan,O
 ,O
tidak,O
 ,O
menjadi,O
 ,O
pengemis,O
",",O
'',O
 ,O
kata,O
 ,O
Jauhari,O
.,O
